Model,Version,Download,SHA-256 Checksum
"""秋田""适用于 Pixel 8a"
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.231203.054，2024 年 5 月，欧洲、中东和非洲地区、亚太地区、日本）,https://flash.android.com/build/11501734?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.231203.054-factory-b3a902d4.zip,b3a902d4ece1f67ab85ac165d58c543d48dd3af1cc822944636d4f96e12df059
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.231203.057.A1，2024 年 5 月，Verizon、gStore、CA、USC）,https://flash.android.com/build/11555838?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.231203.057.a1-factory-56cd4f4f.zip,56cd4f4f565d0cc6012b33eaa1749d84d25b58d0eb136edbdd63484916a470cd
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.231203.057，2024 年 5 月，AT&T、T-Mobile）,https://flash.android.com/build/11547356?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.231203.057-factory-6ce595bb.zip,6ce595bb5712b1f5cad9937ea6138948a7e77667605230a0c39b5d633c228542
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.240505.001.A1，2024 年 5 月，AT&T、T-Mobile）,https://flash.android.com/build/11630215?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.240505.001.a1-factory-85d9c967.zip,85d9c967ca6fb4e4e7befffe999b1482dbaf5b5e1a734ac4a28090277100809d
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.240505.001.B1，2024 年 5 月，Verizon、gStore、CA、USC）,https://flash.android.com/build/11631178?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.240505.001.b1-factory-f2cae5c7.zip,f2cae5c7e53662af4455c9f6d2c6f8c0d97c1e79e0308371fd5d32ac75ced54c
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.240505.001.D1，2024 年 5 月，KDDI）,https://flash.android.com/build/11768942?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.240505.001.d1-factory-2c57bb29.zip,2c57bb29ab7f728343638c52c3fdfc05a7c4f8e7d8a79b8a8b415d3a8e6f8289
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.240505.001，2024 年 5 月，欧洲、中东和非洲地区、亚太地区、日本）,https://flash.android.com/build/11628456?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.240505.001-factory-4e9bd412.zip,4e9bd4129a884b49d7bc9dbf304a332a8520b7a8479f2cf89d6691264db3a6eb
"""秋田""适用于 Pixel 8a",14.0.0（UD2A.240505.001.W1，2024 年 5 月）,https://flash.android.com/build/11715222?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ud2a.240505.001.w1-factory-338cdfc1.zip,338cdfc1b7085a976b16ca2300c685ea47caa81bb6b209780f5098eab70f3307
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240605.024，2024 年 6 月）,https://flash.android.com/build/11860263?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240605.024-factory-0023bc62.zip,0023bc62e4f482b89321b4e54841bdb85af6aa169c9fe87f70d009a74de15f43
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240605.024.A1，2024 年 6 月，Telus）,https://flash.android.com/build/11940202?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240605.024.a1-factory-e06294d5.zip,e06294d5ae9ff1daf1b803ca7bde1aa857d7a2297a8e64fe500c51b0455dcf4a
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240705.005，2024 年 7 月）,https://flash.android.com/build/11942872?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240705.005-factory-df5f07ce.zip,df5f07ce1bb72f1c3802178aa367c5d21cedbbc46fd34adbc9d9a09baf4bd1e0
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240705.005.A1，2024 年 7 月，Telus）,https://flash.android.com/build/11944170?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240705.005.a1-factory-039e4fd8.zip,039e4fd86fb075fccae5ab5145eb6655369dab01091c18466ff827c3864f6a19
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240805.005.A1，2024 年 8 月）,https://flash.android.com/build/12030693?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240805.005.a1-factory-c57ea37c.zip,c57ea37c0e8ddbe12da9e6ea97e27640bd18394df1645d228c99705fdfc01626
"""秋田""适用于 Pixel 8a",14.0.0（AP2A.240805.005.E1，2024 年 8 月，Telus）,https://flash.android.com/build/12033023?target=akita-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/akita-ap2a.240805.005.e1-factory-9f81474f.zip,9f81474f5a62a2ec1ed77dfd4cbd1155f4a1018ae84c159f84515641f8f241d0
“哈士奇”适用于 Pixel 8 Pro
“哈士奇”适用于 Pixel 8 Pro,14.0.0（UD1A.230803.022.A3，2023 年 9 月，Verizon）,https://flash.android.com/build/10714844?target=husky-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/husky-ud1a.230803.022.a3-factory-a95417f6.zip,a95417f6ace90bb3ed39f86966bf9f32aad0505c29d5698dc19dddb9739f37bc
“哈士奇”适用于 Pixel 8 Pro,14.0.0（UD1A.230803.022.A4，2023 年 9 月，美国-新兴/Google 商店，加拿大、台湾、澳大利亚、Fi）,https://flash.android.com/build/10726858?target=husky-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/husky-ud1a.230803.022.a4-factory-621d3cb0.zip,621d3cb071c936cfa76b7fb08472fd670aad6c4c0472ba4919c870fc6e702883
“哈士奇”适用于 Pixel 8 Pro,14.0.0（UD1A.230803.022.B1，2023 年 9 月，T-Mobile）,https://flash.android.com/build/10726908?target=husky-user&hl=zh-cn,https://googledownloads.cn/dl/android/aosp/husky-ud1a.230803.022.b1-factory-ad17d26d.zip,ad17d26df55b25168634f86eee3eff17848efd8a7ad3be4f7d206a47964580a8
