Model,Version,Download,SHA-256 Checksum
"""lynx"" for Pixel 7a","13.0.0 (TD4A.221205.042, May 2023)",https://dl.google.com/dl/android/aosp/lynx-ota-td4a.221205.042-622d0e17.zip?hl=zh-cn,622d0e17339aa403fd701f5ff13a9d6f707577fc8f6973604f0fed4da107320c
"""lynx"" for Pixel 7a","13.0.0 (TD4A.221205.042.A1, May 2023, EMEA)",https://dl.google.com/dl/android/aosp/lynx-ota-td4a.221205.042.a1-1e8b7f7f.zip?hl=zh-cn,1e8b7f7fd8e8a79ed5a03c0effe95c4cd4188f94783d7c23b50f2acda613d284
"""lynx"" for Pixel 7a","13.0.0 (TD4A.221205.042.B1, May 2023, Verizon)",https://dl.google.com/dl/android/aosp/lynx-ota-td4a.221205.042.b1-c44be940.zip?hl=zh-cn,c44be940481b097df4bb60d61a1b869144eeb44329e4f7b9b6ce2648a8c6d8af
"""lynx"" for Pixel 7a","13.0.0 (TQ2B.230505.005.A1, May 2023)",https://dl.google.com/dl/android/aosp/lynx-ota-tq2b.230505.005.a1-766dbd16.zip?hl=zh-cn,766dbd165309a3d90bd367dd73fd98a7b00799a1f7ff9834bca4f31b7a0869b6
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.220804.009.A2, Oct 2022)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.220804.009.a2-8138be71.zip?hl=zh-cn,8138be7172de4b543e54deca7f024a6171d2fdaab34e6347fd1f882b00ba5efe
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.220804.009.A5, Oct 2022, JP carriers)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.220804.009.a5-f0c1f917.zip?hl=zh-cn,f0c1f91730cc856aecc5e5cbdc6b672424c22fe4bed6464a1e39a8060fa7b0f8
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.220804.031, Oct 2022)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.220804.031-cd81a567.zip?hl=zh-cn,cd81a56734f58f4a6d518c856452fc45eaad3dfa59e5c9d6dbf2893e9a7ac0f6
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.221105.001, Nov 2022)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.221105.001-aaa230a5.zip?hl=zh-cn,aaa230a5d38b8a8af4eb2e024e4b4c58d4e1d187efb3ebacb972f5f812203420
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.221105.003, Nov 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.221105.003-96668209.zip?hl=zh-cn,96668209033b5f43a35a9c43e8efe394032df35603e619044807ec55eabe8e6e
"""cheetah"" for Pixel 7 Pro","13.0.0 (TD1A.221105.001.A1, Nov 2022, Telia)",https://dl.google.com/dl/android/aosp/cheetah-ota-td1a.221105.001.a1-1f08ca38.zip?hl=zh-cn,1f08ca38e66c4794bed4b22ef8a5baa9317461093532c2b4c51fcaefac11f246
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.221205.011-23c84042.zip?hl=zh-cn,23c84042a0d4f5236ff446f1b77deca01b9004b20414b688d571f1d8399724e2
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.221205.012, Dec 2022, O2 UK)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.221205.012-c42d9ec4.zip?hl=zh-cn,c42d9ec4242ae69ec4477106b413351b035272419252abf60ee434061c3f2fae
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.230105.002, Jan 2023)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.230105.002-0c8fdd0d.zip?hl=zh-cn,0c8fdd0d42af8477338bf841524327f3aa253cf4a562eadc6a6198c3da88ed19
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.230105.002.A1, Jan 2023, Telstra)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.230105.002.a1-c1f20281.zip?hl=zh-cn,c1f202817b5a56ca67d2165605ed0938d118646b22bd46be67f136a5ccc5d6b0
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.230205.001.A2, Feb 2023, Telstra)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.230205.001.a2-6a00d994.zip?hl=zh-cn,6a00d994e104ef0308f44e69af47f4f0724809d1a4069b4379433e256dd5f5b9
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.230205.001.d2-280b10fd.zip?hl=zh-cn,280b10fdb12f1f9acbbcf7b7dcc12139f7364b74fe7c540ba138f7dd4b4ddc5c
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq1a.230205.002-ad27a6d7.zip?hl=zh-cn,ad27a6d7ca78c0d3fb7f51864cc6a9e6bc91f536f9e9bab5da06253df602525f
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ2A.230305.008.A3, Mar 2023, WINDTRE/Canada)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq2a.230305.008.a3-b551f7e6.zip?hl=zh-cn,b551f7e6a670828cb82da300f6e806e5d7648261513872f0c5a14d9e5b875e51
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ2A.230305.008.C1, Mar 2023)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq2a.230305.008.c1-6ac5ff2e.zip?hl=zh-cn,6ac5ff2e14dc16755ea4ea30e6dbe25103b889a36a465194ef943bd0d665b91c
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ2A.230405.003.E1, Apr 2023)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq2a.230405.003.e1-b4cde6a1.zip?hl=zh-cn,b4cde6a1d253d6abadf40179a2693414d558aef37495da19a2335d74e40f53f7
"""cheetah"" for Pixel 7 Pro","13.0.0 (TQ2A.230505.002, May 2023)",https://dl.google.com/dl/android/aosp/cheetah-ota-tq2a.230505.002-5b5e4a9c.zip?hl=zh-cn,5b5e4a9c4ce9c9b5c62a0961b8c9eda98eaec1fcf0f4e14fc4642efb7a4a3fd4
"""panther"" for Pixel 7","13.0.0 (TD1A.220804.009.A2, Oct 2022)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.220804.009.a2-1ba82532.zip?hl=zh-cn,1ba82532cf20c7f71dc6f3ea3a89b3ebe13fb82b46944e6a9f2c936aed41f63c
"""panther"" for Pixel 7","13.0.0 (TD1A.220804.009.A5, Oct 2022, JP carriers)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.220804.009.a5-44511a4b.zip?hl=zh-cn,44511a4bf3b8d16c50f4510364666240ddb1c102d5b3a26130de4afef74d8706
"""panther"" for Pixel 7","13.0.0 (TD1A.220804.031, Oct 2022)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.220804.031-8236abf4.zip?hl=zh-cn,8236abf41254bf5101d676eddaaa57520325357f743ab5da1b0aa2251be98cf5
"""panther"" for Pixel 7","13.0.0 (TD1A.221105.001, Nov 2022)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.221105.001-6f05b2cf.zip?hl=zh-cn,6f05b2cfeb68cf4f88561989f422310211a619d3e39638309894cbc548ebbd38
"""panther"" for Pixel 7","13.0.0 (TD1A.221105.003, Nov 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.221105.003-32ef0dee.zip?hl=zh-cn,32ef0dee678d2b2b70396eb5538595c29b8d65fb6282ac52f0f53b55848f1d83
"""panther"" for Pixel 7","13.0.0 (TD1A.221105.001.A1, Nov 2022, Telia)",https://dl.google.com/dl/android/aosp/panther-ota-td1a.221105.001.a1-9db72d2f.zip?hl=zh-cn,9db72d2f96f7bb0f5d1435645b6adbab6e7879bfc61dfd19ca422df67a82dbed
"""panther"" for Pixel 7","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.221205.011-7bdbdb25.zip?hl=zh-cn,7bdbdb253c847c262d0523f228ab18f543a4cc0ad3c6c71ddd99a839662a2f1a
"""panther"" for Pixel 7","13.0.0 (TQ1A.221205.012, Dec 2022, O2 UK)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.221205.012-b5249672.zip?hl=zh-cn,b5249672554b50b5d020c0a7f69f74f38dbf961c6fc8661c2c07d6992b58f194
"""panther"" for Pixel 7","13.0.0 (TQ1A.230105.001.A2, Jan 2023)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.230105.001.a2-9e100a75.zip?hl=zh-cn,9e100a75920e99b474cb3473963685038c218ea063b605c955581eb9427f278a
"""panther"" for Pixel 7","13.0.0 (TQ1A.230105.001.A3, Jan 2023, Telstra)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.230105.001.a3-4fb1875a.zip?hl=zh-cn,4fb1875a28f6a96c4c68d52dccfea9d5f9f79c77ee4051862f9d03a4b1fdc1c3
"""panther"" for Pixel 7","13.0.0 (TQ1A.230205.001.A2, Feb 2023, Telstra)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.230205.001.a2-b46da773.zip?hl=zh-cn,b46da77398901e70657379cb5d8890d1d7e6d2d97a78b5a34fdb7bd738966108
"""panther"" for Pixel 7","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.230205.001.d2-c8671851.zip?hl=zh-cn,c8671851b388714833990e9f0b4ec68cea7e178fced0ee4578da28fc2e250e57
"""panther"" for Pixel 7","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/panther-ota-tq1a.230205.002-23dcb575.zip?hl=zh-cn,23dcb57551646c9436dec2a895cc489088cd75520a4b769bec3e63f971472a5b
"""panther"" for Pixel 7","13.0.0 (TQ2A.230305.008, Mar 2023)",https://dl.google.com/dl/android/aosp/panther-ota-tq2a.230305.008-d573ab70.zip?hl=zh-cn,d573ab70c513c6d7a28b5c2df03e82d45325f14867122bd0eb692da3d965d44b
"""panther"" for Pixel 7","13.0.0 (TQ2A.230305.008.A1, Mar 2023, WINDTRE/Canada)",https://dl.google.com/dl/android/aosp/panther-ota-tq2a.230305.008.a1-afc434be.zip?hl=zh-cn,afc434bed2af99f7f07c9d5b12429215872594815d1dc2a15f0244f56746d4a8
"""panther"" for Pixel 7","13.0.0 (TQ2A.230405.003.E1, Apr 2023)",https://dl.google.com/dl/android/aosp/panther-ota-tq2a.230405.003.e1-d596b051.zip?hl=zh-cn,d596b051918c538963d96847a1a702df4c885889011fd434c8c011251357f9a0
"""panther"" for Pixel 7","13.0.0 (TQ2A.230505.002, May 2023)",https://dl.google.com/dl/android/aosp/panther-ota-tq2a.230505.002-c3d87694.zip?hl=zh-cn,c3d87694866555cd9c638b4bb0ced0193b9007f1cdf4f444a18c21e87a691600
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.001.A1, Jun 2022, JP carriers)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.001.a1-bacd4108.zip?hl=zh-cn,bacd4108518f9e6b0908030bca1f7410b71526854351c41f918078607d4b16c3
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.004, Jun 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.004-a53caf37.zip?hl=zh-cn,a53caf37f76731525ed1d809d48950d585713bb0475a027fe78b4e12fd7b0f53
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.002, Jun 2022, AT&T, T-Mobile)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.002-344f1ec9.zip?hl=zh-cn,344f1ec90934dd99354b5b424038be78d82de81db9df01bb2d120e758018fc36
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.003, Jun 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.003-ddfde1f7.zip?hl=zh-cn,ddfde1f7edcdbb2b3de41d24f6c3f31587f836f387cab4cc6d16adee32bcab8a
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.002.B1, Jul 2022, T-Mobile)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.002.b1-4af4ae37.zip?hl=zh-cn,4af4ae37491c9349af5500a272dd3d1b256d738cc8dbc39411ea098c10f4b10d
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.001.B1, Jul 2022, JP carriers)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.001.b1-e51cd08a.zip?hl=zh-cn,e51cd08a966bbf90b3b8eabd5cddd08cfb3a2b6e59f91f6cc0b19a71b9412c44
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.003.B1, Jul 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.003.b1-8b8a81b7.zip?hl=zh-cn,8b8a81b7496152c6c02e7f79f7eae60be0843785b042963a3fb9e329f517c1b8
"""bluejay"" for Pixel 6a","12.1.0 (SD2A.220601.004.B2, Jul 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/bluejay-ota-sd2a.220601.004.b2-0fe6dde8.zip?hl=zh-cn,0fe6dde8e0c6242bfad21b364a11fdf231a745eb918fb79b59b2ca627370c3b4
"""bluejay"" for Pixel 6a","13.0.0 (TP1A.220624.021.A1, Aug 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-tp1a.220624.021.a1-10f43b8b.zip?hl=zh-cn,10f43b8bf31a3674756305c21d62e767fde23d278a3f19559fd2d6fba47a6509
"""bluejay"" for Pixel 6a","13.0.0 (TP1A.220905.004.A2, Sep 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-tp1a.220905.004.a2-1e3ce69c.zip?hl=zh-cn,1e3ce69cc51d96bc25a61e204735e6d669e729c2866354a8ac31a8a3810fc8a4
"""bluejay"" for Pixel 6a","13.0.0 (TP1A.221005.003, Oct 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-tp1a.221005.003-574bf4cf.zip?hl=zh-cn,574bf4cf0ad1f1cb563592a9dfa76876a70f9e5aa4c3e0afea4dcbbfe55d7320
"""bluejay"" for Pixel 6a","13.0.0 (TP1A.221105.002, Nov 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-tp1a.221105.002-1bd63cb3.zip?hl=zh-cn,1bd63cb33d23288224f4a14891fc75e72d6483fb952f58ca095a8308765a0cb8
"""bluejay"" for Pixel 6a","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq1a.221205.011-7a7b0700.zip?hl=zh-cn,7a7b07000a677ab5654e70ea157f8eb6462214f95ba26585ffebf857f51f97a6
"""bluejay"" for Pixel 6a","13.0.0 (TQ1A.221205.012, Dec 2022, O2 UK)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq1a.221205.012-82b18cc0.zip?hl=zh-cn,82b18cc0f3c4e0960adb7cb2b2f704ac75f78ce4bfae7a58692a7802ff292904
"""bluejay"" for Pixel 6a","13.0.0 (TQ1A.230105.001.A2, Jan 2023)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq1a.230105.001.a2-deb3f832.zip?hl=zh-cn,deb3f8324f57a9e605fdac3500710c7efa38997532d930289fe89837d50497f6
"""bluejay"" for Pixel 6a","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq1a.230205.001.d2-df8c54e5.zip?hl=zh-cn,df8c54e54403ae4c25f64fa93cda4e540e325b22c2f96d468119c55fd42083ec
"""bluejay"" for Pixel 6a","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq1a.230205.002-1ec64b58.zip?hl=zh-cn,1ec64b589cba8d9687ea8f85cf6c2e5d09c9e4fbdae15417aa06d5ba976fbe79
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230305.008.E1, Mar 2023)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230305.008.e1-915f9087.zip?hl=zh-cn,915f9087b627b6961be9bb447dc63a7a1083b536753a78715e98641eaeb9c9d1
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230305.008.F1, Mar 2023, WINDTRE/Canada)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230305.008.f1-295d6274.zip?hl=zh-cn,295d6274dc3fa0f0087b749dfde65154970d5a68d2f271b71896dae176a3a735
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230405.003.E1, Apr 2023)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230405.003.e1-160f9d40.zip?hl=zh-cn,160f9d40cfa18252c53d08e40476bbdd8788037ab1174ec1b70cff1acc9f000b
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230405.003.G1, April 2023, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230405.003.g1-295da789.zip?hl=zh-cn,295da789cdb79d5628f05962f5a17554c2c510973b74e955d6ef922b34861b35
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230505.002, May 2023)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230505.002-3749a0fa.zip?hl=zh-cn,3749a0fac4b30a871d228553a77ab873778cc19b969c64c7f65c986032369ef6
"""bluejay"" for Pixel 6a","13.0.0 (TQ2A.230505.002.G1, May 2023, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/bluejay-ota-tq2a.230505.002.g1-519eabf6.zip?hl=zh-cn,519eabf689dfd41a7294a0dee5a01a225aa9874e44a0f30e604ce6f5d371a1c0
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.015.A4, Oct 2021)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.015.a4-19a77b62.zip?hl=zh-cn,19a77b62a80732b0e20d3ac369288fc827554c1a8c109c6e9fa2a420998dd826
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.019.B1, Oct 2021, AT&T)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.019.b1-67195ca0.zip?hl=zh-cn,67195ca0fa1f9cfc9f331ab3e4f44fdbf819896059dcb1819c1125edef854c25
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.019.C2, Oct 2021, T-Mobile (US), USCC, Google Fi, CA, & TW carriers)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.019.c2-1f9d1cdb.zip?hl=zh-cn,1f9d1cdb779320dd2809a35cf3410a1f6ec4981290fa357abb8c059b361d86c3
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.019.C4, Oct 2021, Verizon)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.019.c4-47bc43d7.zip?hl=zh-cn,47bc43d71a8a9a2fcbf0fcf7fd4327ede221a85966820cfed91bbcfc6909e86e
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.036, Nov 2021)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.036-fac7e678.zip?hl=zh-cn,fac7e67859e10838950af963d5e196e94ae3bf72317e505e71a87ea6160cca38
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.036.A8, Nov 2021, Verizon)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.036.a8-41f0de82.zip?hl=zh-cn,41f0de8282beac2f3a71e0f6522b570d5f94b40fda10aea34dec347a6502d5a5
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.037, Nov 2021)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.037-933c0db2.zip?hl=zh-cn,933c0db24a2434eebbaaea0a77f07f3096e0c55c18cb42d9d05e06cb85c97b1a
"""oriole"" for Pixel 6","12.0.0 (SD1A.210817.037.A1, Nov 2021, Verizon)",https://dl.google.com/dl/android/aosp/oriole-ota-sd1a.210817.037.a1-13ffb191.zip?hl=zh-cn,13ffb1911a02dd16149f421bc63cf146fdf126124e7d1e73f53a5bea657ad564
"""oriole"" for Pixel 6","12.0.0 (SQ1D.220105.007, Jan 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq1d.220105.007-0e8d793c.zip?hl=zh-cn,0e8d793cb52b350772c48db20705fead678cf1bc9af6ccb43f88860a440917e4
"""oriole"" for Pixel 6","12.0.0 (SQ1D.220205.003, Feb 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq1d.220205.003-22e71d3d.zip?hl=zh-cn,22e71d3db5ba46d43ac16b18501f7a587a1b526e8ecd49539160419b5c8ec4f2
"""oriole"" for Pixel 6","12.0.0 (SQ1D.220205.004, Feb 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq1d.220205.004-36ba07e7.zip?hl=zh-cn,36ba07e7ae6fac9c18bf1e545e1ef113feba8c1acef2010afa818f62c6f7b0be
"""oriole"" for Pixel 6","12.1.0 (SP2A.220305.013.A3, Mar 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sp2a.220305.013.a3-d7b50e71.zip?hl=zh-cn,d7b50e710759d7cfcac7ca4057970ff4a4395ee61c750ce51af4159bf3fba873
"""oriole"" for Pixel 6","12.1.0 (SP2A.220405.004, Apr 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sp2a.220405.004-f019343f.zip?hl=zh-cn,f019343fc56cf466249580dfbdee30ae341a88d6429ecedda727097f51d41c28
"""oriole"" for Pixel 6","12.1.0 (SP2A.220505.002, May 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sp2a.220505.002-513d254d.zip?hl=zh-cn,513d254dc29c6a61f26fda316eededf265b4fc4b0b528d761a852d074632ec71
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220605.009.A1, Jun 2022, Verizon)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220605.009.a1-34ba17b7.zip?hl=zh-cn,34ba17b7436744d8493ff2eec256b5ad15eb608bdea9e84c757d0e24cd4c85c4
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220605.009.B1, Jun 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220605.009.b1-e5bb789d.zip?hl=zh-cn,e5bb789d835082352aa71ec48045cdefaab2b9ec788a958c2fd698c3d23e9abb
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.001.B1, Jul 2022, EMEA/APAC carriers)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.001.b1-1e0b9eb5.zip?hl=zh-cn,1e0b9eb565f25191ea1a99eb520a810041aff2998c31c076c7df5665b6521e50
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.003, Jul 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.003-17fec7eb.zip?hl=zh-cn,17fec7eb2217c801d4bffd43d109901f108f5464d3f9a43d82fac1f4227c4a3c
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.003.A1, Jul 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.003.a1-277fdab7.zip?hl=zh-cn,277fdab7d69ad98143cfa3468246821926317162fda83a43a9e0a57fc32f8acf
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.003.A3, Jul 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.003.a3-df99bdd3.zip?hl=zh-cn,df99bdd3bab4104f98904c4a1546f942b359b784b7ad1de848c5d3a7c6931264
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.004.A1, Jul 2022, Softbank)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.004.a1-13bec694.zip?hl=zh-cn,13bec694aaed9c83a05888b1957e01a5df300ba8d5b300a4ec9828711af57284
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.004, Jul 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.004-cd7eb344.zip?hl=zh-cn,cd7eb34461a28ad8e5415a3cf53f8d5a37bece79e6d3aad13dc5fbd184283350
"""oriole"" for Pixel 6","12.1.0 (SQ3A.220705.001.B2, Jul 2022, EMEA)",https://dl.google.com/dl/android/aosp/oriole-ota-sq3a.220705.001.b2-24812aa8.zip?hl=zh-cn,24812aa81db580761af4a8990b66ff3abbb00b4263d0d0f5e15a4ff4f529414c
"""oriole"" for Pixel 6","13.0.0 (TP1A.220624.021, Aug 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-tp1a.220624.021-a13fd9d0.zip?hl=zh-cn,a13fd9d087cfdf87b182ba7ed448e27a50e4d54c64554685cf697adb2f0ea4c2
"""oriole"" for Pixel 6","13.0.0 (TP1A.220905.004, Sep 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-tp1a.220905.004-2838b370.zip?hl=zh-cn,2838b3709aae0c4f3b563293df2feb76cd6f17401dfa553358987d0b90b74545
"""oriole"" for Pixel 6","13.0.0 (TP1A.220905.004.A1, Sep 2022, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/oriole-ota-tp1a.220905.004.a1-3c359495.zip?hl=zh-cn,3c35949554ba677e2616eead76f7fcc451adbe8050413581f3cee3485958f262
"""oriole"" for Pixel 6","13.0.0 (TP1A.221005.002, Oct 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-tp1a.221005.002-5e69c530.zip?hl=zh-cn,5e69c530e67d9570de52bd977e714da3bd2768144a3b0e4e4d97b15c35400fd0
"""oriole"" for Pixel 6","13.0.0 (TP1A.221105.002, Nov 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-tp1a.221105.002-e727d382.zip?hl=zh-cn,e727d38243ad09ee1f833344efd19c62cd95de07be7beb51f7d5dda5891fbe2c
"""oriole"" for Pixel 6","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/oriole-ota-tq1a.221205.011-92335215.zip?hl=zh-cn,92335215f90b4a838348492db3595ab55e9c0a0dd4ed976b52e25a20cad8ffbd
"""oriole"" for Pixel 6","13.0.0 (TQ1A.230105.002, Jan 2023)",https://dl.google.com/dl/android/aosp/oriole-ota-tq1a.230105.002-24b2622a.zip?hl=zh-cn,24b2622ae78e7df8652326a10b5bcc770d94ace1d74da3fead9714a899c074b7
"""oriole"" for Pixel 6","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/oriole-ota-tq1a.230205.001.d2-1e9d2029.zip?hl=zh-cn,1e9d2029d1389538a4f91a666018587cfdd597c92cf993aad40a72fc05e453e3
"""oriole"" for Pixel 6","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/oriole-ota-tq1a.230205.002-78790641.zip?hl=zh-cn,78790641c2b620136ae9e50cedbd143df2fc0be66f6a4b0211da62c360d4a5f7
"""oriole"" for Pixel 6","13.0.0 (TQ2A.230305.008.E1, Mar 2023)",https://dl.google.com/dl/android/aosp/oriole-ota-tq2a.230305.008.e1-cf96ac59.zip?hl=zh-cn,cf96ac5956cef291ef0e83af4964cb587fc0d114c37775a22d96b6108245b78d
"""oriole"" for Pixel 6","13.0.0 (TQ2A.230305.008.F1, Mar 2023, WINDTRE/Canada)",https://dl.google.com/dl/android/aosp/oriole-ota-tq2a.230305.008.f1-43d2dc22.zip?hl=zh-cn,43d2dc22befc051278116bef7e1f43bab1e7a3a0af4adaf9d05f2ba8d6e0d477
